origen_stop,dest_stop,lines
1473,1474,"['00671', '00691', '066A1', '00261', '00251']"
1474,1476,"['00671', '066B1', '00661', '00691', '066A1', '00261', '00251']"
7453,1478,"['00671', '00391', '025A1', '039A1', '00371', '025B1', '00701', '01450', '066B1', '00661', '066A1', '00261', '067X1', '00251', '066X1', '051X1', '025D1', '051D1', '025X1']"
1478,1479,"['00671', '00391', '025A1', '039A1', '00830', '00371', '025B1', '00701', '01450', '066B1', '00661', '066A1', '00261', '067X1', '00251', '066X1', '051X1', '025D1', '051D1', '025X1', '083A0']"
1479,315,"['00671', '00391', '025A1', '039A1', '00830', '00371', '025B1', '00701', '066B1', '00661', '066A1', '00261', '067X1', '00251', '066X1', '051X1', '025D1', '051D1', '025X1', '083A0']"
315,347,"['00671', '025A1', '025B1', '066B1', '00661', '066A1']"
347,7110,['00671']
7110,406,['00671']
406,2810,"['00671', '066B1', '00661', '066A1', '00261']"
2810,7385,['00671']
7385,2237,['00671']
2237,2250,['00671']
2250,3918,['00671']
4096,4119,['00441']
4119,4120,['00441']
4120,4121,['00441']
4121,4122,['00441']
4122,3283,['00441']
3283,3284,"['00441', '00631', '01181']"
3284,3310,['00441']
3310,3481,['00441']
3481,3482,"['00441', '01181']"
3482,3483,"['00441', '01181']"
3483,3484,"['00441', '01181']"
3484,3485,"['00441', '01181']"
3485,3486,"['00441', '00471', '01181']"
3486,3487,"['00441', '00471', '01181']"
3487,3488,['00441']
3488,3489,['00441']
3489,3492,['00441']
3492,2835,['00441']
2835,7176,['00441']
7176,2836,['00441']
2836,2837,"['00441', '044B1']"
2837,2838,"['00441', '01160']"
2838,2839,"['00441', '01160']"
2839,2840,"['00441', '044B1', '01160']"
2840,2841,"['00441', '044B1']"
2841,2865,"['00441', '044B1']"
2865,2866,"['00441', '00140', '044B1']"
2866,2892,['00441']
2892,4114,['00441']
4114,4115,['00441']
4115,4116,['00441']
4116,4117,['00441']
4117,2893,['00441']
2893,4118,['00441']
4118,2894,['00441']
2894,2895,"['00441', '00611', '00170']"
2895,2896,"['00441', '00611']"
2896,2897,"['00441', '00611', '01421']"
2897,2898,"['00441', '00611']"
2898,3562,['00441']
3562,2899,"['00441', '00611']"
2899,884,"['00441', '00611']"
884,885,"['00441', '00111', '00611']"
885,886,"['00441', '00111', '00611']"
886,887,"['00441', '00111', '00611']"
887,2900,"['00441', '00611']"
2900,2901,"['00441', '00611']"
2901,2902,"['00441', '00611']"
2902,2903,"['00441', '00611']"
2903,1074,"['00441', '00611']"
1074,6074,"['00441', '00611']"
6074,5034,"['00441', '00611']"
5034,793,['00441']
793,4529,"['00441', '00370']"
4529,495,['00441']
495,400,"['00441', '066B0', '007A1', '00071', '00660', '00611', '00670', '025B0', '00041', '025A0', '066A0', '00260', '00250']"
400,319,"['00441', '00011']"
319,278,"['00441', '00011']"
278,7615,"['00441', '00161', '00111', '00011', '016C1']"
7615,10,"['00441', '00111', '00011']"
10,12,"['00441', '00111', '00011']"
12,14,"['00441', '00161', '00111', '01221', '00011']"
14,15,"['00441', '00131', '00401', '00161', '00111', '040D0', '00011', '040B0']"
18,21,['00441']
205,206,['00441']
206,207,['00441']
207,208,"['00441', '00440']"
208,209,"['00441', '00440']"
209,4123,['00441']
4123,210,['00441']
210,1643,['00441']
1643,7571,"['00441', '031D1']"
7571,19,['00441']
19,271,['00441']
7564,4521,"['00650', '065B0']"
4521,1283,"['00650', '065B0']"
1283,4456,"['00650', '00830', '065B0', '083A0']"
4456,1284,"['00650', '00830', '065B0', '00160', '01220', '00090', '00680', '068A0', '083A0']"
1284,1285,"['00650', '00830', '065B0', '00160', '01220', '00090', '00680', '068A0', '083A0']"
1285,1016,"['00650', '00830', '065B0', '00150', '00140', '015B0', '01400', '01420', '015A0', '083A0', '015D0']"
1016,1017,"['00650', '00830', '065B0', '00150', '00140', '01400', '01420', '015A0', '015D0']"
1017,1018,"['00650', '00830', '065B0', '00150', '00140', '01400', '015A0', '015D0']"
1018,1019,"['00650', '00830', '065B0', '00140', '01400', '083A0', '015D0']"
1019,1020,"['00650', '00830', '065B0', '00140', '01400', '01420', '015A0', '015D0']"
1020,1076,"['00650', '00830', '065B0', '00140', '015B0', '01400', '01420', '083A0', '015D0']"
1076,1077,"['00650', '00830', '065B0', '00140', '015B0', '015A0', '083A0', '015D0']"
1077,1078,"['00650', '065B0', '00140', '015B0', '015A0', '015D0']"
1078,1079,"['00650', '00140', '015B0', '015A0', '015D0']"
1079,1080,"['00650', '00150', '00140', '015D0']"
1080,1081,"['00650', '00150', '015D0']"
1081,1082,"['00650', '065B0', '00150', '015A0']"
1082,1083,"['00650', '00150', '015A0']"
1083,1085,"['00650', '00150']"
1085,1121,"['00650', '00150']"
1121,1122,"['00650', '065B0', '00150', '00490']"
1122,1123,"['00650', '065B0', '00150', '00490']"
1123,1124,"['00650', '065B0', '00150', '00490']"
1124,1125,"['00650', '065B0', '00150', '00490']"
1125,1127,"['00650', '065B0', '00150', '00490']"
1127,1130,"['00650', '065B0', '00490']"
1130,2550,"['00650', '065B0']"
2550,2551,['00650']
2551,2553,"['00650', '054A0']"
2553,2554,"['00650', '054A0']"
2554,2555,"['00650', '054A0']"
2555,2556,"['00650', '054A0']"
2556,2557,"['00650', '054A0']"
2351,4445,['00650']
4445,2352,['00650']
2352,2573,"['00650', '077A0', '065B0']"
2573,2574,"['00650', '065B0']"
2574,2576,['00650']
2576,2577,['00650']
2577,2579,['00650']
2579,7395,['00650']
7395,6124,['00650']
6124,4004,['00650']
4004,4005,['00650']
4005,4006,['00650']
4006,4007,['00650']
4007,4010,['00650']
4010,4009,['00650']
4009,4011,['00650']
4011,5110,['00650']
5110,4012,['00650']
4012,4013,['00650']
4013,4014,['00650']
4014,4098,['00650']
4098,4015,['00650']
4015,4017,['00650']
4017,4018,['00650']
4018,4019,['00650']
4019,4020,['00650']
4020,4021,['00650']
4021,4022,['00650']
4022,4023,['00650']
4023,4024,['00650']
4024,4027,['00650']
4027,7250,['00650']
7250,7252,['00650']
7252,7248,['00650']
7248,7254,['00650']
7254,7257,['00650']
7257,7258,['00650']
7258,7260,['00650']
7260,7263,['00650']
7263,7264,['00650']
7264,7268,['00650']
7268,7270,['00650']
6235,327,['00130']
327,6016,['00130']
6016,6017,['00130']
6017,4683,['00130']
4683,107,['00130']
107,6125,['00130']
6125,7092,['00130']
7092,110,"['00130', '02201']"
110,112,['00130']
112,113,"['00130', '00040', '017A1', '042D1']"
113,115,"['00130', '00040']"
115,37,"['00130', '00040', '00090']"
37,38,"['00130', '00040', '00090', '00110']"
38,39,"['00130', '00040', '00110']"
39,116,['00130']
116,117,['00130']
117,118,['00130']
118,119,['00130']
44,7603,"['00130', '041C1', '00160', '00010', '00110', '00440', '041A1', '016C0', '041B1']"
7603,45,"['00130', '00411', '041C1', '00160', '00010', '00110', '00440', '041A1', '016C0', '041B1']"
47,48,"['00130', '00411', '041C1', '00160', '00010', '00110', '00440', '041A1', '016C0', '041B1']"
49,51,"['00130', '00400', '00411', '041C1', '00160', '040D1', '00110', '00440', '041A1', '040B1', '016C0', '041B1']"
52,261,"['00130', '00400', '00110']"
261,270,['00130']
270,335,"['00130', '00400']"
335,114,['00130']
114,4521,['00130']
4521,1935,"['00130', '07471']"
1935,1937,"['00130', '07471', '01231']"
1937,1938,"['00130', '00400']"
1938,1939,"['00130', '00400', '01231']"
1939,1940,"['00130', '00400', '01231']"
1940,1941,"['00130', '00400', '01231']"
1941,1942,['00130']
1942,1943,['00130']
1943,1944,['00130']
1944,1945,['00130']
1945,1946,['00130']
1946,1947,"['00130', '00680']"
1947,1948,"['00130', '00680']"
1948,1949,"['00130', '00690', '00680']"
1949,1950,"['00130', '00690', '00680']"
1950,1951,"['00130', '00690', '00680']"
1951,1952,"['00130', '00690', '00680']"
1952,1954,['00130']
1954,1955,"['00130', '00690', '00680']"
1955,1956,"['00130', '00690', '00680']"
1956,1957,"['00130', '00690', '00680']"
1957,1958,"['00130', '00690', '00680']"
1958,1959,"['00130', '00690', '00680']"
1959,1960,"['00130', '00690', '00680']"
1960,4379,"['00130', '00690', '00680']"
4379,1963,['00130']
1963,4549,['00130']
4549,1964,['00130']
1964,4674,['00130']
4674,4663,['00130']
4663,4664,['00130']
4664,2160,"['00130', '051D1']"
2160,2161,['00130']
2161,4665,['00130']
4665,4666,"['00130', '00690', '051D1']"
4666,4667,"['00130', '00690', '051D1']"
4667,4668,"['00130', '051D1']"
4668,4677,['00130']
4677,2136,"['00130', '051D0']"
2136,2137,"['00130', '051D0']"
2137,1953,['00130']
1953,7192,['00130']
7192,7201,['00130']
7201,2138,['00130']
2138,2139,"['00130', '051X1']"
2139,2140,"['00130', '051X1', '051D0']"
2140,2141,"['00130', '051X1', '051D0']"
2141,2142,"['00130', '051X1', '051D0']"
2142,2143,"['00130', '051X1', '051D0']"
2143,2145,"['00130', '051X1', '051D0']"
2145,4670,"['00130', '051X1', '051D0']"
4670,2165,['00130']
2165,2166,"['00130', '01510', '00680']"
2166,4545,"['00130', '01510']"
4545,4552,"['00130', '01510']"
4552,7229,['00130']
7229,324,['00130']
324,4554,['00130']
7407,7405,['07471']
7405,7399,['07471']
7399,7611,['07471']
7397,5140,['07471']
5140,620,['07471']
620,1172,['07471']
1172,286,['07471']
286,271,['07471']
271,4521,['07471']
1937,1445,['07471']
1445,7609,['07471']
7609,4319,['07471']
6282,6326,['00151']
6326,4886,['00151']
4886,4887,['00151']
4887,1150,['00151']
1150,1151,['00151']
1151,1152,['00151']
1152,1153,['00151']
1153,1154,['00151']
1154,946,['00151']
946,1155,"['00151', '00491']"
1155,1157,"['00151', '00491', '00651', '065B1']"
1157,1158,"['00151', '00491', '00651', '065B1']"
1158,1159,"['00151', '00491', '00651', '065B1']"
1159,1160,"['00151', '00491', '00651', '065B1']"
1160,1161,"['00151', '00491', '00651', '065B1']"
1161,1162,"['00151', '00491', '00651', '065B1']"
1162,1163,"['00151', '00491', '00651', '065B1']"
1163,1164,"['00151', '00651', '065B1']"
1164,1165,"['00151', '015A1', '00651', '065B1']"
1165,1166,"['00151', '015A1', '00651', '065B1']"
1166,1167,"['00151', '015A1', '00651', '00141', '015B1', '065B1', '015D1', '014C1']"
1167,1168,"['00151', '015A1', '00651', '00141', '015B1', '065B1', '015D1', '014C1']"
1168,1169,"['00151', '015A1', '00651', '00141', '015B1', '065B1', '015D1', '014C1']"
1169,1170,"['00151', '015A1', '00651', '00141', '015B1', '065B1', '015D1', '014C1']"
1170,1069,"['00151', '015A1', '00651', '00141', '015B1', '065B1', '00831', '015D1', '083A1', '014C1']"
1069,6335,['00151']
6335,1070,['00151']
1070,1071,"['00151', '015A1', '00651', '00141', '015B1', '065B1', '00831', '01401', '015D1', '083A1', '01421', '014C1']"
1071,4528,"['00151', '015A1', '00651', '00141', '015B1', '065B1', '00831', '01401', '015D1', '083A1', '01421']"
4528,1072,"['00151', '015A1', '00651', '00141', '015B1', '065B1', '00831', '01401', '015D1', '083A1', '01421']"
1072,7577,"['00151', '015A1', '00141', '015B1', '01401', '015D1', '01421', '014C1']"
7577,1353,"['00151', '015A1', '00141', '015B1', '015D1', '01421', '014C1']"
1353,1354,"['00151', '015A1', '00141', '015B1', '015D1', '014C1']"
1354,7578,"['00151', '015A1', '00141', '015B1', '01401', '014C1']"
7578,7582,"['00151', '015A1', '00141', '015B1', '01401', '015D1', '014C1']"
7582,299,['00151']
299,7490,['00151']
7490,497,"['00151', '00141', '00430', '00420', '00530', '027X0']"
7659,523,"['00151', '00141', '01300', '00320', '031A0', '031B0', '027X0']"
523,669,"['00151', '00141', '00430', '027B0']"
1196,1198,['00151']
1199,4385,['00151']
4385,1201,"['00151', '00430', '027X0']"
1201,1202,"['00151', '00430']"
1202,1203,"['00151', '00430', '00420']"
1203,6115,"['00151', '00430', '00420']"
6115,4593,['00151']
4593,7516,['00151']
7516,6079,['00151']
6079,1197,['00151']
1197,6315,['00151']
6315,7589,['00151']
7589,6316,['00151']
6316,1200,['00151']
1200,7236,['00151']
7236,7245,['00151']
7245,6317,['00151']
7132,2957,['00400']
2957,2958,['00400']
2958,4938,['00400']
4938,1549,['00400']
1549,1523,"['00400', '040B1']"
1523,1524,"['00400', '040B1']"
1524,1525,"['00400', '040B1']"
1525,1526,"['00400', '040B1']"
1526,6080,"['00400', '040B1']"
6080,1585,['00400']
1585,1586,"['00400', '02201']"
1586,1587,['00400']
1587,4539,"['00400', '02201']"
4539,1606,"['00400', '02201']"
1606,1607,"['00400', '02201']"
1607,1558,['00400']
1558,1608,['00400']
1608,1609,"['00400', '02201']"
1609,1610,"['00400', '02201']"
1610,7471,"['00400', '02201']"
7471,1533,['00400']
1533,1534,"['00400', '040D1', '01400', '040B1']"
1534,1535,"['00400', '040D1', '01400', '040B1']"
1535,1536,"['00400', '040D1', '01400', '040B1']"
1536,1537,"['00400', '040D1', '01400', '040B1']"
1537,186,"['00400', '040D1', '01400', '040B1']"
186,838,"['00400', '040D1', '040B1']"
838,839,"['00400', '040D1']"
839,49,['00400']
261,840,['00400']
840,841,"['00400', '040D1', '040B1']"
841,1937,['00400']
1941,270,['00400']
335,1947,['00400']
1947,4521,['00400']
4521,2642,['00400']
2642,2643,['00400']
2643,1935,['00400']
1935,2644,['00400']
2644,2709,['00400']
2709,2710,['00400']
2710,2711,['00400']
2711,2712,['00400']
2712,2655,['00400']
2655,2656,"['00400', '00790', '00181', '076A0', '00760', '079A0']"
2656,2668,"['00400', '00181', '076A0', '00760']"
2668,2672,"['00400', '076A0', '00760']"
2672,2673,"['00400', '00181', '076A0', '00760']"
2673,1942,['00400']
1942,2206,['00400']
2206,1943,['00400']
1943,4798,['00400']
4798,1944,['00400']
1944,2674,['00400']
2674,1945,['00400']
1945,2675,['00400']
2675,1946,['00400']
1946,2124,['00400']
2124,2125,"['00400', '076A0', '00760']"
2125,2127,['00400']
2127,2128,"['00400', '076A0', '00760']"
2128,2129,"['00400', '076A0', '00760']"
2129,4797,['00400']
4797,7473,['00400']
7473,2681,['00400']
2681,4691,"['00400', '02390', '051D1']"
4691,2682,"['00400', '02390']"
2682,4796,['00400']
4796,4690,"['00400', '051D1']"
4690,4411,"['00400', '02390', '051D1']"
4411,4715,"['00400', '02390']"
4715,2126,['00400']
7048,7159,"['00391', '039A1', '039X1']"
7159,7388,"['00391', '039A1']"
7388,7017,"['00391', '039A1']"
7017,7018,"['00391', '039A1', '039X1']"
7018,7030,"['00391', '039A1', '039X1']"
7030,7021,"['00391', '039A1']"
7021,7163,['00391']
7163,1894,['00391']
1894,1896,['00391']
1896,1898,['00391']
1898,1893,['00391']
1893,1912,['00391']
1912,1895,"['00391', '02391']"
1895,1897,['00391']
1897,6088,['00391']
6088,1858,['00391']
1858,1859,"['00391', '039A1', '02200']"
1859,1860,"['00391', '039A1', '02200']"
1860,4492,"['00391', '039A1']"
4492,1861,"['00391', '039A1', '02200']"
1861,1862,"['00391', '039A1']"
1862,1863,"['00391', '039A1', '02200']"
1863,1864,"['00391', '039A1', '02200']"
1864,1865,"['00391', '039A1', '02200']"
1865,1866,"['00391', '039A1', '02200']"
1866,1850,"['00391', '039A1', '02200']"
1850,1867,"['00391', '039A1', '02200']"
1867,4747,['00391']
4747,1882,"['00391', '00371']"
1882,7379,"['00391', '00371', '02390']"
7379,4903,"['00391', '00371', '02390']"
4903,1883,"['00391', '02390']"
1883,1884,"['00391', '02390']"
1884,1902,['00391']
1902,1903,['00391']
1903,1904,['00391']
1904,1840,['00391']
1840,1841,"['00391', '00381', '076A0', '02201', '070D1', '038A1']"
1841,1842,"['00391', '076A0', '02201', '038A1']"
1842,7374,"['00391', '076A0', '038A1']"
7374,1845,"['00391', '038A1']"
1845,7166,"['00391', '038B1', '00701', '00381', '038D1']"
7166,1847,"['00391', '039A1', '038B1', '00701', '00381', '038A1', '038D1']"
1847,1696,"['00391', '039A1', '038B1', '00701', '038D1']"
1696,1698,"['00391', '00701']"
1698,4489,['00391']
4489,1700,['00391']
1700,1701,"['00391', '038B1', '00371', '00701', '00381', '01220', '070D1', '038A1', '038D1']"
1701,1702,"['00391', '038B1', '00371', '00701', '00381', '01220', '070D1', '038D1']"
1702,1703,"['00391', '038B1', '00371', '00381', '038A1', '038D1']"
1703,1905,"['00391', '038B1', '038A1', '038D1']"
1905,1906,"['00391', '00701']"
1906,1907,"['00391', '00701']"
1907,1908,"['00391', '00701']"
1908,1909,"['00391', '00701']"
1909,1713,"['00391', '039A1', '00701', '039X1']"
1713,1714,"['00391', '039A1', '00371', '00701']"
1714,1715,"['00391', '039A1', '00371', '00701']"
1715,7453,"['00391', '039A1', '00371', '00701']"
315,313,"['00391', '00371']"
313,7158,['00391']
7158,335,['00391']
335,349,['00391']
349,404,"['00391', '039A1', '038B1', '00701', '038D1']"
404,747,"['00391', '038B1', '00371', '00381', '00110', '051X1', '051D1', '038D1']"
747,748,"['00391', '039A1', '038B1', '00701', '00381', '033X1', '067X1', '051X1', '051D1', '025X1', '038D1']"
748,1697,['00391']
1697,749,['00391']
749,1699,['00391']
1699,750,['00391']
750,751,"['00391', '038B1', '00381', '067X1', '077X1', '066X1', '051X1', '051D1', '025X1', '038A1', '038D1']"
751,752,"['00391', '039A1', '038B1', '00701', '00381', '039X1', '067X1', '077X1', '066X1', '051X1', '051D1', '025X1', '038D1']"
752,753,"['00391', '039A1', '038B1', '00701', '00381', '067X1', '077X1', '066X1', '051X1', '051D1', '025X1', '038D1']"
753,7339,"['00391', '00701']"
4620,3368,['025A1']
3368,4626,"['025A1', '02390']"
4626,4627,"['025A1', '02390']"
4627,4624,['025A1']
4624,4625,['025A1']
4625,4628,['025A1']
4628,4623,['025A1']
4623,4619,"['025A1', '025B1']"
4619,4561,"['025A1', '025B1']"
4561,4629,"['025A1', '025B1']"
4629,4630,"['025A1', '025B1']"
4630,4631,"['025A1', '025B1', '02391']"
4631,4632,"['025A1', '025B1']"
4632,5164,"['025A1', '025B1']"
5164,4633,"['025A1', '025B1']"
4633,2234,"['025A1', '025B1']"
2242,7563,['025A1']
7563,7626,['025A1']
7626,7435,"['025A1', '025B1']"
7435,2722,"['025A1', '025B1', '00691', '00791', '067X1', '066X1', '025D1', '079A1', '051D1', '025X1']"
2722,4413,"['025A1', '025B1', '00791', '067X1', '066X1', '025D1', '079A1', '051D1', '025X1']"
4413,1476,"['025A1', '025B1', '00791', '067X1', '066X1', '025D1', '079A1', '051D1', '025X1']"
347,406,"['025A1', '025B1', '066B1', '00661', '066A1', '00251', '025D1']"
406,4530,"['025A1', '025B1', '025D1']"
4530,748,"['025A1', '025B1', '00251', '025D1']"
748,7390,"['025A1', '025B1', '025D1']"
7390,2237,['025A1']
4342,4348,['00750']
4646,4647,"['00750', '077A1', '00651', '076A1', '054A1']"
4647,4435,"['00750', '054A1']"
4435,2605,['00750']
2605,2538,"['00750', '077A1']"
2538,2539,['00750']
2539,2540,"['00750', '00491', '065B1']"
2540,2542,"['00750', '00491']"
2542,6128,['00750']
6128,2544,['00750']
2544,2545,['00750']
2545,2547,['00750']
2547,2548,"['00750', '00491', '065B1']"
2548,946,"['00750', '00491']"
946,1131,['00750']
1131,1133,['00750']
1133,1134,['00750']
1134,5131,['00750']
5131,5132,"['00750', '015B1', '015D1']"
5132,1305,['00750']
1305,1306,"['00750', '00611', '00170']"
1306,1307,"['00750', '00611', '00170']"
1307,1308,"['00750', '00170']"
1308,1309,"['00750', '00170']"
1309,4332,['00750']
4332,4333,"['00750', '01610']"
4333,4334,"['00750', '00140', '01610']"
4334,4712,"['00750', '00140', '01610']"
4712,2853,"['00750', '00140']"
2853,2854,"['00750', '00140', '01161']"
2854,2855,"['00750', '00140', '01161']"
2855,2856,"['00750', '00140', '01161']"
2856,2857,"['00750', '01161']"
2857,2858,"['00750', '00140', '01161']"
2858,2859,"['00750', '00140', '01161']"
2859,2860,"['00750', '00140', '01161']"
2860,2861,"['00750', '00140', '01161']"
2861,2862,"['00750', '00140']"
2862,2864,['00750']
2864,4486,"['00750', '00140']"
4486,4586,['00750']
4586,2872,['00750']
2872,2873,['00750']
2873,1132,['00750']
1132,2874,['00750']
2874,2877,['00750']
2877,2878,['00750']
2878,2879,['00750']
2879,4779,['00750']
4779,7057,"['00750', '00110', '00470', '01160']"
7057,4847,"['00750', '00751', '00110']"
4847,4848,"['00750', '00110']"
4848,449,['00750']
449,450,"['00750', '00111', '01140', '01161']"
450,3181,"['00750', '00111', '01140', '01161']"
3181,447,"['00750', '00751']"
447,5045,"['00750', '00751', '00111', '00471', '01161']"
5045,4460,"['00750', '00111', '00471', '01161']"
4460,453,"['00750', '00111', '00471', '01161']"
453,4477,"['00750', '00471', '01161']"
4477,3321,"['00750', '00471', '01161']"
3321,4571,['00750']
4571,2863,['00750']
2863,2013,['00750']
2033,2034,"['00750', '01110']"
2034,2035,"['00750', '00631', '01110']"
2036,2038,['00750']
2038,7394,['00750']
7574,4177,['01451']
4177,4178,"['01451', '045A1']"
4178,4179,['01451']
4179,2993,['01451']
